Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008
"06037408136","14000US06037408136","Census Tract 4081.36","Census Tract 4081.36, Los Angeles County, California","ca","140","00","ACSSF","0005103",,,,,"06","037",,,,"408136",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4224,1331,269,19,1373,0,1073,159
"06037408137","14000US06037408137","Census Tract 4081.37","Census Tract 4081.37, Los Angeles County, California","ca","140","00","ACSSF","0005104",,,,,"06","037",,,,"408137",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4277,1238,323,0,1564,54,935,163
"06037408138","14000US06037408138","Census Tract 4081.38","Census Tract 4081.38, Los Angeles County, California","ca","140","00","ACSSF","0005105",,,,,"06","037",,,,"408138",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5432,2309,40,33,261,0,2611,178
"06037408139","14000US06037408139","Census Tract 4081.39","Census Tract 4081.39, Los Angeles County, California","ca","140","00","ACSSF","0005106",,,,,"06","037",,,,"408139",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4536,1811,15,0,111,0,2581,18
"06037408140","14000US06037408140","Census Tract 4081.40","Census Tract 4081.40, Los Angeles County, California","ca","140","00","ACSSF","0005107",,,,,"06","037",,,,"408140",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3793,1478,47,0,224,0,1952,92
"06037408141","14000US06037408141","Census Tract 4081.41","Census Tract 4081.41, Los Angeles County, California","ca","140","00","ACSSF","0005108",,,,,"06","037",,,,"408141",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5366,1814,15,0,999,0,2510,28
"06037408202","14000US06037408202","Census Tract 4082.02","Census Tract 4082.02, Los Angeles County, California","ca","140","00","ACSSF","0005109",,,,,"06","037",,,,"408202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015,835,0,5,209,0,911,55
"06037408211","14000US06037408211","Census Tract 4082.11","Census Tract 4082.11, Los Angeles County, California","ca","140","00","ACSSF","0005110",,,,,"06","037",,,,"408211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6381,1546,75,0,4083,0,463,214
"06037408212","14000US06037408212","Census Tract 4082.12","Census Tract 4082.12, Los Angeles County, California","ca","140","00","ACSSF","0005111",,,,,"06","037",,,,"408212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5042,825,175,1,2954,0,846,241
"06037408301","14000US06037408301","Census Tract 4083.01","Census Tract 4083.01, Los Angeles County, California","ca","140","00","ACSSF","0005112",,,,,"06","037",,,,"408301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5569,1676,30,0,569,0,3263,31
"06037408302","14000US06037408302","Census Tract 4083.02","Census Tract 4083.02, Los Angeles County, California","ca","140","00","ACSSF","0005113",,,,,"06","037",,,,"408302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3836,1781,0,40,622,0,1317,76
"06037408303","14000US06037408303","Census Tract 4083.03","Census Tract 4083.03, Los Angeles County, California","ca","140","00","ACSSF","0005114",,,,,"06","037",,,,"408303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4183,1816,73,0,777,0,1255,262
"06037408401","14000US06037408401","Census Tract 4084.01","Census Tract 4084.01, Los Angeles County, California","ca","140","00","ACSSF","0005115",,,,,"06","037",,,,"408401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4389,1179,122,13,1152,48,1597,278
"06037408402","14000US06037408402","Census Tract 4084.02","Census Tract 4084.02, Los Angeles County, California","ca","140","00","ACSSF","0005116",,,,,"06","037",,,,"408402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6646,3456,95,178,1449,0,1296,172
"06037408501","14000US06037408501","Census Tract 4085.01","Census Tract 4085.01, Los Angeles County, California","ca","140","00","ACSSF","0005117",,,,,"06","037",,,,"408501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3050,1091,14,41,722,0,1106,76
"06037408503","14000US06037408503","Census Tract 4085.03","Census Tract 4085.03, Los Angeles County, California","ca","140","00","ACSSF","0005118",,,,,"06","037",,,,"408503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6673,2563,114,22,2978,16,762,218
"06037408504","14000US06037408504","Census Tract 4085.04","Census Tract 4085.04, Los Angeles County, California","ca","140","00","ACSSF","0005119",,,,,"06","037",,,,"408504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5193,1836,20,0,1746,0,1505,86
"06037408505","14000US06037408505","Census Tract 4085.05","Census Tract 4085.05, Los Angeles County, California","ca","140","00","ACSSF","0005120",,,,,"06","037",,,,"408505",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2653,1472,19,29,912,4,125,92
"06037408623","14000US06037408623","Census Tract 4086.23","Census Tract 4086.23, Los Angeles County, California","ca","140","00","ACSSF","0005121",,,,,"06","037",,,,"408623",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3268,1085,87,0,1574,0,384,138
"06037408624","14000US06037408624","Census Tract 4086.24","Census Tract 4086.24, Los Angeles County, California","ca","140","00","ACSSF","0005122",,,,,"06","037",,,,"408624",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2958,711,1,71,1945,0,180,50
"06037408625","14000US06037408625","Census Tract 4086.25","Census Tract 4086.25, Los Angeles County, California","ca","140","00","ACSSF","0005123",,,,,"06","037",,,,"408625",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4214,1387,0,14,2201,0,545,67
"06037408626","14000US06037408626","Census Tract 4086.26","Census Tract 4086.26, Los Angeles County, California","ca","140","00","ACSSF","0005124",,,,,"06","037",,,,"408626",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4037,788,84,0,2828,0,296,41
"06037408627","14000US06037408627","Census Tract 4086.27","Census Tract 4086.27, Los Angeles County, California","ca","140","00","ACSSF","0005125",,,,,"06","037",,,,"408627",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3076,645,41,0,2026,9,307,48
"06037408628","14000US06037408628","Census Tract 4086.28","Census Tract 4086.28, Los Angeles County, California","ca","140","00","ACSSF","0005126",,,,,"06","037",,,,"408628",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5177,1090,66,0,3515,0,413,93
"06037408629","14000US06037408629","Census Tract 4086.29","Census Tract 4086.29, Los Angeles County, California","ca","140","00","ACSSF","0005127",,,,,"06","037",,,,"408629",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3012,855,67,21,1755,0,280,34
"06037408630","14000US06037408630","Census Tract 4086.30","Census Tract 4086.30, Los Angeles County, California","ca","140","00","ACSSF","0005128",,,,,"06","037",,,,"408630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510,1481,0,0,443,0,490,96
"06037408631","14000US06037408631","Census Tract 4086.31","Census Tract 4086.31, Los Angeles County, California","ca","140","00","ACSSF","0005129",,,,,"06","037",,,,"408631",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5214,2014,8,0,1659,0,1404,129
"06037408703","14000US06037408703","Census Tract 4087.03","Census Tract 4087.03, Los Angeles County, California","ca","140","00","ACSSF","0005130",,,,,"06","037",,,,"408703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6545,841,56,0,5402,0,47,199
"06037408704","14000US06037408704","Census Tract 4087.04","Census Tract 4087.04, Los Angeles County, California","ca","140","00","ACSSF","0005131",,,,,"06","037",,,,"408704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3311,678,63,0,2089,0,363,118
"06037408705","14000US06037408705","Census Tract 4087.05","Census Tract 4087.05, Los Angeles County, California","ca","140","00","ACSSF","0005132",,,,,"06","037",,,,"408705",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5625,1321,0,0,3611,0,513,180
"06037408706","14000US06037408706","Census Tract 4087.06","Census Tract 4087.06, Los Angeles County, California","ca","140","00","ACSSF","0005133",,,,,"06","037",,,,"408706",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1835,381,7,136,1111,11,95,94
"06037408722","14000US06037408722","Census Tract 4087.22","Census Tract 4087.22, Los Angeles County, California","ca","140","00","ACSSF","0005134",,,,,"06","037",,,,"408722",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4313,1222,8,20,2484,132,420,27
"06037408723","14000US06037408723","Census Tract 4087.23","Census Tract 4087.23, Los Angeles County, California","ca","140","00","ACSSF","0005135",,,,,"06","037",,,,"408723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2975,660,70,5,1710,0,364,166
"06037408724","14000US06037408724","Census Tract 4087.24","Census Tract 4087.24, Los Angeles County, California","ca","140","00","ACSSF","0005136",,,,,"06","037",,,,"408724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5542,814,77,66,2132,0,2373,80
"06037408800","14000US06037408800","Census Tract 4088","Census Tract 4088, Los Angeles County, California","ca","140","00","ACSSF","0005137",,,,,"06","037",,,,"408800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4387,2063,308,8,302,0,1542,164
"06037430002","14000US06037430002","Census Tract 4300.02","Census Tract 4300.02, Los Angeles County, California","ca","140","00","ACSSF","0005138",,,,,"06","037",,,,"430002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6522,4000,472,63,1400,0,456,131
"06037430003","14000US06037430003","Census Tract 4300.03","Census Tract 4300.03, Los Angeles County, California","ca","140","00","ACSSF","0005139",,,,,"06","037",,,,"430003",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4971,2901,220,118,1028,0,306,398
"06037430101","14000US06037430101","Census Tract 4301.01","Census Tract 4301.01, Los Angeles County, California","ca","140","00","ACSSF","0005140",,,,,"06","037",,,,"430101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5382,3310,367,22,846,11,591,235
"06037430102","14000US06037430102","Census Tract 4301.02","Census Tract 4301.02, Los Angeles County, California","ca","140","00","ACSSF","0005141",,,,,"06","037",,,,"430102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4684,2260,254,80,435,0,1041,614
"06037430200","14000US06037430200","Census Tract 4302","Census Tract 4302, Los Angeles County, California","ca","140","00","ACSSF","0005142",,,,,"06","037",,,,"430200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026,648,8,0,316,0,15,39
"06037430301","14000US06037430301","Census Tract 4303.01","Census Tract 4303.01, Los Angeles County, California","ca","140","00","ACSSF","0005143",,,,,"06","037",,,,"430301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4319,3310,178,14,546,0,59,212
"06037430302","14000US06037430302","Census Tract 4303.02","Census Tract 4303.02, Los Angeles County, California","ca","140","00","ACSSF","0005144",,,,,"06","037",,,,"430302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5339,3511,84,71,461,49,501,662
"06037430400","14000US06037430400","Census Tract 4304","Census Tract 4304, Los Angeles County, California","ca","140","00","ACSSF","0005145",,,,,"06","037",,,,"430400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4642,1484,143,0,2897,0,0,118
"06037430501","14000US06037430501","Census Tract 4305.01","Census Tract 4305.01, Los Angeles County, California","ca","140","00","ACSSF","0005146",,,,,"06","037",,,,"430501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4030,2885,58,8,810,0,86,183
"06037430502","14000US06037430502","Census Tract 4305.02","Census Tract 4305.02, Los Angeles County, California","ca","140","00","ACSSF","0005147",,,,,"06","037",,,,"430502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6902,5718,54,33,851,0,0,246
"06037430600","14000US06037430600","Census Tract 4306","Census Tract 4306, Los Angeles County, California","ca","140","00","ACSSF","0005148",,,,,"06","037",,,,"430600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4553,1534,79,0,2517,0,141,282
"06037430701","14000US06037430701","Census Tract 4307.01","Census Tract 4307.01, Los Angeles County, California","ca","140","00","ACSSF","0005149",,,,,"06","037",,,,"430701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5846,2382,84,0,3101,0,107,172
"06037430721","14000US06037430721","Census Tract 4307.21","Census Tract 4307.21, Los Angeles County, California","ca","140","00","ACSSF","0005150",,,,,"06","037",,,,"430721",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3963,1497,109,0,2014,0,242,101
"06037430723","14000US06037430723","Census Tract 4307.23","Census Tract 4307.23, Los Angeles County, California","ca","140","00","ACSSF","0005151",,,,,"06","037",,,,"430723",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4365,1381,147,0,2441,0,249,147
"06037430724","14000US06037430724","Census Tract 4307.24","Census Tract 4307.24, Los Angeles County, California","ca","140","00","ACSSF","0005152",,,,,"06","037",,,,"430724",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4723,1096,92,0,3006,0,411,118
"06037430801","14000US06037430801","Census Tract 4308.01","Census Tract 4308.01, Los Angeles County, California","ca","140","00","ACSSF","0005153",,,,,"06","037",,,,"430801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6978,1475,124,0,4824,34,152,369
"06037430802","14000US06037430802","Census Tract 4308.02","Census Tract 4308.02, Los Angeles County, California","ca","140","00","ACSSF","0005154",,,,,"06","037",,,,"430802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4586,991,15,31,3413,0,26,110
"06037430803","14000US06037430803","Census Tract 4308.03","Census Tract 4308.03, Los Angeles County, California","ca","140","00","ACSSF","0005155",,,,,"06","037",,,,"430803",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5397,1779,0,14,3241,0,151,212
"06037430901","14000US06037430901","Census Tract 4309.01","Census Tract 4309.01, Los Angeles County, California","ca","140","00","ACSSF","0005156",,,,,"06","037",,,,"430901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4517,2716,390,9,851,0,307,244
"06037430902","14000US06037430902","Census Tract 4309.02","Census Tract 4309.02, Los Angeles County, California","ca","140","00","ACSSF","0005157",,,,,"06","037",,,,"430902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4539,2191,203,0,1327,73,609,136
"06037431001","14000US06037431001","Census Tract 4310.01","Census Tract 4310.01, Los Angeles County, California","ca","140","00","ACSSF","0005158",,,,,"06","037",,,,"431001",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7669,5292,356,0,722,0,830,469
"06037431002","14000US06037431002","Census Tract 4310.02","Census Tract 4310.02, Los Angeles County, California","ca","140","00","ACSSF","0005159",,,,,"06","037",,,,"431002",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3165,2145,124,0,356,245,110,185
"06037431100","14000US06037431100","Census Tract 4311","Census Tract 4311, Los Angeles County, California","ca","140","00","ACSSF","0005160",,,,,"06","037",,,,"431100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6758,3801,646,67,990,59,994,201
"06037431200","14000US06037431200","Census Tract 4312","Census Tract 4312, Los Angeles County, California","ca","140","00","ACSSF","0005161",,,,,"06","037",,,,"431200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6399,2794,598,0,682,7,1573,745
"06037431300","14000US06037431300","Census Tract 4313","Census Tract 4313, Los Angeles County, California","ca","140","00","ACSSF","0005162",,,,,"06","037",,,,"431300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2689,1583,22,11,534,126,281,132
"06037431400","14000US06037431400","Census Tract 4314","Census Tract 4314, Los Angeles County, California","ca","140","00","ACSSF","0005163",,,,,"06","037",,,,"431400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4202,1311,31,16,1900,64,694,186
"06037431501","14000US06037431501","Census Tract 4315.01","Census Tract 4315.01, Los Angeles County, California","ca","140","00","ACSSF","0005164",,,,,"06","037",,,,"431501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4480,1213,144,35,2012,3,883,190
"06037431502","14000US06037431502","Census Tract 4315.02","Census Tract 4315.02, Los Angeles County, California","ca","140","00","ACSSF","0005165",,,,,"06","037",,,,"431502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4273,1715,42,4,1945,0,441,126
"06037431600","14000US06037431600","Census Tract 4316","Census Tract 4316, Los Angeles County, California","ca","140","00","ACSSF","0005166",,,,,"06","037",,,,"431600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4190,997,49,22,2774,0,182,166
"06037431700","14000US06037431700","Census Tract 4317","Census Tract 4317, Los Angeles County, California","ca","140","00","ACSSF","0005167",,,,,"06","037",,,,"431700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6000,970,85,0,4416,0,430,99
"06037431800","14000US06037431800","Census Tract 4318","Census Tract 4318, Los Angeles County, California","ca","140","00","ACSSF","0005168",,,,,"06","037",,,,"431800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5655,1779,111,0,3380,29,181,175
"06037431900","14000US06037431900","Census Tract 4319","Census Tract 4319, Los Angeles County, California","ca","140","00","ACSSF","0005169",,,,,"06","037",,,,"431900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4400,1102,118,0,2524,40,411,205
"06037432000","14000US06037432000","Census Tract 4320","Census Tract 4320, Los Angeles County, California","ca","140","00","ACSSF","0005170",,,,,"06","037",,,,"432000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7601,1810,30,27,4672,100,820,142
"06037432101","14000US06037432101","Census Tract 4321.01","Census Tract 4321.01, Los Angeles County, California","ca","140","00","ACSSF","0005171",,,,,"06","037",,,,"432101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103,1197,1,50,2672,0,41,142
"06037432102","14000US06037432102","Census Tract 4321.02","Census Tract 4321.02, Los Angeles County, California","ca","140","00","ACSSF","0005172",,,,,"06","037",,,,"432102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5951,1376,40,21,3717,39,600,158
"06037432201","14000US06037432201","Census Tract 4322.01","Census Tract 4322.01, Los Angeles County, California","ca","140","00","ACSSF","0005173",,,,,"06","037",,,,"432201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4491,673,10,0,3333,5,339,131
"06037432202","14000US06037432202","Census Tract 4322.02","Census Tract 4322.02, Los Angeles County, California","ca","140","00","ACSSF","0005174",,,,,"06","037",,,,"432202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4471,641,21,105,2601,0,1078,25
"06037432300","14000US06037432300","Census Tract 4323","Census Tract 4323, Los Angeles County, California","ca","140","00","ACSSF","0005175",,,,,"06","037",,,,"432300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4350,1455,0,21,1672,307,804,91
"06037432401","14000US06037432401","Census Tract 4324.01","Census Tract 4324.01, Los Angeles County, California","ca","140","00","ACSSF","0005176",,,,,"06","037",,,,"432401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3705,1301,18,13,1479,4,479,411
"06037432402","14000US06037432402","Census Tract 4324.02","Census Tract 4324.02, Los Angeles County, California","ca","140","00","ACSSF","0005177",,,,,"06","037",,,,"432402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6938,1979,82,19,2576,7,1908,367
"06037432500","14000US06037432500","Census Tract 4325","Census Tract 4325, Los Angeles County, California","ca","140","00","ACSSF","0005178",,,,,"06","037",,,,"432500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8180,3276,14,0,2614,51,1953,272
"06037432601","14000US06037432601","Census Tract 4326.01","Census Tract 4326.01, Los Angeles County, California","ca","140","00","ACSSF","0005179",,,,,"06","037",,,,"432601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7210,2680,100,17,2773,0,1291,349
"06037432602","14000US06037432602","Census Tract 4326.02","Census Tract 4326.02, Los Angeles County, California","ca","140","00","ACSSF","0005180",,,,,"06","037",,,,"432602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4852,1564,0,0,2050,10,1101,127
"06037432700","14000US06037432700","Census Tract 4327","Census Tract 4327, Los Angeles County, California","ca","140","00","ACSSF","0005181",,,,,"06","037",,,,"432700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5779,3001,0,49,957,0,1365,407
"06037432801","14000US06037432801","Census Tract 4328.01","Census Tract 4328.01, Los Angeles County, California","ca","140","00","ACSSF","0005182",,,,,"06","037",,,,"432801",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2797,599,5,0,1330,0,653,210
"06037432802","14000US06037432802","Census Tract 4328.02","Census Tract 4328.02, Los Angeles County, California","ca","140","00","ACSSF","0005183",,,,,"06","037",,,,"432802",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5077,2376,0,0,1234,29,1315,123
"06037432901","14000US06037432901","Census Tract 4329.01","Census Tract 4329.01, Los Angeles County, California","ca","140","00","ACSSF","0005184",,,,,"06","037",,,,"432901",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3727,516,45,15,2487,0,550,114
"06037432902","14000US06037432902","Census Tract 4329.02","Census Tract 4329.02, Los Angeles County, California","ca","140","00","ACSSF","0005185",,,,,"06","037",,,,"432902",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3312,756,12,20,1942,0,428,154
"06037433101","14000US06037433101","Census Tract 4331.01","Census Tract 4331.01, Los Angeles County, California","ca","140","00","ACSSF","0005186",,,,,"06","037",,,,"433101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2464,891,4,10,1193,0,351,15
"06037433102","14000US06037433102","Census Tract 4331.02","Census Tract 4331.02, Los Angeles County, California","ca","140","00","ACSSF","0005187",,,,,"06","037",,,,"433102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5348,1125,0,0,2241,60,1922,0
"06037433200","14000US06037433200","Census Tract 4332","Census Tract 4332, Los Angeles County, California","ca","140","00","ACSSF","0005188",,,,,"06","037",,,,"433200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6246,2278,46,0,1742,107,2026,47
"06037433302","14000US06037433302","Census Tract 4333.02","Census Tract 4333.02, Los Angeles County, California","ca","140","00","ACSSF","0005189",,,,,"06","037",,,,"433302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1530,755,59,0,234,0,476,6
"06037433304","14000US06037433304","Census Tract 4333.04","Census Tract 4333.04, Los Angeles County, California","ca","140","00","ACSSF","0005190",,,,,"06","037",,,,"433304",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5063,2170,53,250,1298,0,964,328
"06037433305","14000US06037433305","Census Tract 4333.05","Census Tract 4333.05, Los Angeles County, California","ca","140","00","ACSSF","0005191",,,,,"06","037",,,,"433305",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4582,1578,18,17,1531,29,1164,245
"06037433306","14000US06037433306","Census Tract 4333.06","Census Tract 4333.06, Los Angeles County, California","ca","140","00","ACSSF","0005192",,,,,"06","037",,,,"433306",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3136,1385,58,14,848,61,706,64
"06037433307","14000US06037433307","Census Tract 4333.07","Census Tract 4333.07, Los Angeles County, California","ca","140","00","ACSSF","0005193",,,,,"06","037",,,,"433307",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3193,1163,6,129,1024,0,765,106
"06037433401","14000US06037433401","Census Tract 4334.01","Census Tract 4334.01, Los Angeles County, California","ca","140","00","ACSSF","0005194",,,,,"06","037",,,,"433401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3405,1438,12,34,905,21,964,31
"06037433402","14000US06037433402","Census Tract 4334.02","Census Tract 4334.02, Los Angeles County, California","ca","140","00","ACSSF","0005195",,,,,"06","037",,,,"433402",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4713,2113,12,49,749,59,1538,193
"06037433403","14000US06037433403","Census Tract 4334.03","Census Tract 4334.03, Los Angeles County, California","ca","140","00","ACSSF","0005196",,,,,"06","037",,,,"433403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4882,1728,25,0,922,26,2181,0
"06037433501","14000US06037433501","Census Tract 4335.01","Census Tract 4335.01, Los Angeles County, California","ca","140","00","ACSSF","0005197",,,,,"06","037",,,,"433501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949,857,0,0,105,0,955,32
"06037433503","14000US06037433503","Census Tract 4335.03","Census Tract 4335.03, Los Angeles County, California","ca","140","00","ACSSF","0005198",,,,,"06","037",,,,"433503",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3269,1449,0,0,751,0,1059,10
"06037433504","14000US06037433504","Census Tract 4335.04","Census Tract 4335.04, Los Angeles County, California","ca","140","00","ACSSF","0005199",,,,,"06","037",,,,"433504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4802,1598,70,0,1099,162,1802,71
"06037433601","14000US06037433601","Census Tract 4336.01","Census Tract 4336.01, Los Angeles County, California","ca","140","00","ACSSF","0005200",,,,,"06","037",,,,"433601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5066,647,0,0,3312,0,1107,0
"06037433602","14000US06037433602","Census Tract 4336.02","Census Tract 4336.02, Los Angeles County, California","ca","140","00","ACSSF","0005201",,,,,"06","037",,,,"433602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2896,305,0,0,1857,0,709,25
"06037433700","14000US06037433700","Census Tract 4337","Census Tract 4337, Los Angeles County, California","ca","140","00","ACSSF","0005202",,,,,"06","037",,,,"433700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3684,1919,0,62,466,0,1162,75
