Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_A03001_001,SE_A03001_002,SE_A03001_003,SE_A03001_004,SE_A03001_005,SE_A03001_006,SE_A03001_007,SE_A03001_008
"06037101110","14000US06037101110","Census Tract 1011.10","Census Tract 1011.10, Los Angeles County, California","ca","140","00","ACSSF","0003871",,,,,"06","037",,,,"101110",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4283,3347,19,3,331,3,391,189
"06037101122","14000US06037101122","Census Tract 1011.22","Census Tract 1011.22, Los Angeles County, California","ca","140","00","ACSSF","0003872",,,,,"06","037",,,,"101122",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3405,2981,74,15,220,0,48,67
"06037101210","14000US06037101210","Census Tract 1012.10","Census Tract 1012.10, Los Angeles County, California","ca","140","00","ACSSF","0003873",,,,,"06","037",,,,"101210",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6347,4647,198,0,486,0,921,95
"06037101220","14000US06037101220","Census Tract 1012.20","Census Tract 1012.20, Los Angeles County, California","ca","140","00","ACSSF","0003874",,,,,"06","037",,,,"101220",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3702,2634,87,0,341,0,497,143
"06037101300","14000US06037101300","Census Tract 1013","Census Tract 1013, Los Angeles County, California","ca","140","00","ACSSF","0003875",,,,,"06","037",,,,"101300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3884,3350,205,0,194,0,45,90
"06037101400","14000US06037101400","Census Tract 1014","Census Tract 1014, Los Angeles County, California","ca","140","00","ACSSF","0003876",,,,,"06","037",,,,"101400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3458,2671,17,60,434,0,132,144
"06037102103","14000US06037102103","Census Tract 1021.03","Census Tract 1021.03, Los Angeles County, California","ca","140","00","ACSSF","0003877",,,,,"06","037",,,,"102103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1763,1349,25,0,224,0,55,110
"06037102104","14000US06037102104","Census Tract 1021.04","Census Tract 1021.04, Los Angeles County, California","ca","140","00","ACSSF","0003878",,,,,"06","037",,,,"102104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3721,2985,79,3,364,8,63,219
"06037102105","14000US06037102105","Census Tract 1021.05","Census Tract 1021.05, Los Angeles County, California","ca","140","00","ACSSF","0003879",,,,,"06","037",,,,"102105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1905,1252,18,24,124,4,380,103
"06037102107","14000US06037102107","Census Tract 1021.07","Census Tract 1021.07, Los Angeles County, California","ca","140","00","ACSSF","0003880",,,,,"06","037",,,,"102107",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4349,3344,69,6,398,0,394,138
"06037103101","14000US06037103101","Census Tract 1031.01","Census Tract 1031.01, Los Angeles County, California","ca","140","00","ACSSF","0003881",,,,,"06","037",,,,"103101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2428,1989,18,0,208,0,94,119
"06037103102","14000US06037103102","Census Tract 1031.02","Census Tract 1031.02, Los Angeles County, California","ca","140","00","ACSSF","0003882",,,,,"06","037",,,,"103102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4734,3523,0,0,589,0,441,181
"06037103200","14000US06037103200","Census Tract 1032","Census Tract 1032, Los Angeles County, California","ca","140","00","ACSSF","0003883",,,,,"06","037",,,,"103200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6349,5502,105,0,437,0,132,173
"06037103300","14000US06037103300","Census Tract 1033","Census Tract 1033, Los Angeles County, California","ca","140","00","ACSSF","0003884",,,,,"06","037",,,,"103300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3781,3125,12,45,271,0,51,277
"06037103400","14000US06037103400","Census Tract 1034","Census Tract 1034, Los Angeles County, California","ca","140","00","ACSSF","0003885",,,,,"06","037",,,,"103400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6416,4605,154,114,1050,0,299,194
"06037104103","14000US06037104103","Census Tract 1041.03","Census Tract 1041.03, Los Angeles County, California","ca","140","00","ACSSF","0003886",,,,,"06","037",,,,"104103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3431,2357,431,12,199,7,385,40
"06037104105","14000US06037104105","Census Tract 1041.05","Census Tract 1041.05, Los Angeles County, California","ca","140","00","ACSSF","0003887",,,,,"06","037",,,,"104105",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6054,3273,278,31,696,0,1491,285
"06037104108","14000US06037104108","Census Tract 1041.08","Census Tract 1041.08, Los Angeles County, California","ca","140","00","ACSSF","0003888",,,,,"06","037",,,,"104108",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6001,3538,430,15,203,13,1704,98
"06037104124","14000US06037104124","Census Tract 1041.24","Census Tract 1041.24, Los Angeles County, California","ca","140","00","ACSSF","0003889",,,,,"06","037",,,,"104124",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3875,2506,499,22,323,0,390,135
"06037104201","14000US06037104201","Census Tract 1042.01","Census Tract 1042.01, Los Angeles County, California","ca","140","00","ACSSF","0003890",,,,,"06","037",,,,"104201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4569,2840,417,55,0,0,1249,8
"06037104203","14000US06037104203","Census Tract 1042.03","Census Tract 1042.03, Los Angeles County, California","ca","140","00","ACSSF","0003891",,,,,"06","037",,,,"104203",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5441,3158,455,42,68,0,1657,61
"06037104204","14000US06037104204","Census Tract 1042.04","Census Tract 1042.04, Los Angeles County, California","ca","140","00","ACSSF","0003892",,,,,"06","037",,,,"104204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3679,2363,139,14,246,0,762,155
"06037104310","14000US06037104310","Census Tract 1043.10","Census Tract 1043.10, Los Angeles County, California","ca","140","00","ACSSF","0003893",,,,,"06","037",,,,"104310",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4962,3020,96,8,18,0,1693,127
"06037104320","14000US06037104320","Census Tract 1043.20","Census Tract 1043.20, Los Angeles County, California","ca","140","00","ACSSF","0003894",,,,,"06","037",,,,"104320",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5292,3464,244,2,58,0,1072,452
"06037104401","14000US06037104401","Census Tract 1044.01","Census Tract 1044.01, Los Angeles County, California","ca","140","00","ACSSF","0003895",,,,,"06","037",,,,"104401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3270,2171,14,0,36,5,1024,20
"06037104403","14000US06037104403","Census Tract 1044.03","Census Tract 1044.03, Los Angeles County, California","ca","140","00","ACSSF","0003896",,,,,"06","037",,,,"104403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3341,2045,0,25,135,0,1085,51
"06037104404","14000US06037104404","Census Tract 1044.04","Census Tract 1044.04, Los Angeles County, California","ca","140","00","ACSSF","0003897",,,,,"06","037",,,,"104404",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3084,1845,62,15,67,0,1087,8
"06037104500","14000US06037104500","Census Tract 1045","Census Tract 1045, Los Angeles County, California","ca","140","00","ACSSF","0003898",,,,,"06","037",,,,"104500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3025,1608,1,10,0,0,1304,102
"06037104610","14000US06037104610","Census Tract 1046.10","Census Tract 1046.10, Los Angeles County, California","ca","140","00","ACSSF","0003899",,,,,"06","037",,,,"104610",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3386,1916,0,18,0,0,1417,35
"06037104620","14000US06037104620","Census Tract 1046.20","Census Tract 1046.20, Los Angeles County, California","ca","140","00","ACSSF","0003900",,,,,"06","037",,,,"104620",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3528,1865,29,62,23,0,1411,138
"06037104701","14000US06037104701","Census Tract 1047.01","Census Tract 1047.01, Los Angeles County, California","ca","140","00","ACSSF","0003901",,,,,"06","037",,,,"104701",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4402,2883,174,0,15,26,1282,22
"06037104703","14000US06037104703","Census Tract 1047.03","Census Tract 1047.03, Los Angeles County, California","ca","140","00","ACSSF","0003902",,,,,"06","037",,,,"104703",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2174,1414,191,54,0,0,491,24
"06037104704","14000US06037104704","Census Tract 1047.04","Census Tract 1047.04, Los Angeles County, California","ca","140","00","ACSSF","0003903",,,,,"06","037",,,,"104704",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4321,2508,555,0,89,0,1127,42
"06037104810","14000US06037104810","Census Tract 1048.10","Census Tract 1048.10, Los Angeles County, California","ca","140","00","ACSSF","0003904",,,,,"06","037",,,,"104810",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5631,3947,12,32,47,0,1509,84
"06037104821","14000US06037104821","Census Tract 1048.21","Census Tract 1048.21, Los Angeles County, California","ca","140","00","ACSSF","0003905",,,,,"06","037",,,,"104821",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3551,2037,86,24,119,0,1208,77
"06037104822","14000US06037104822","Census Tract 1048.22","Census Tract 1048.22, Los Angeles County, California","ca","140","00","ACSSF","0003906",,,,,"06","037",,,,"104822",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2839,1841,39,47,142,0,714,56
"06037106010","14000US06037106010","Census Tract 1060.10","Census Tract 1060.10, Los Angeles County, California","ca","140","00","ACSSF","0003907",,,,,"06","037",,,,"106010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3093,2354,124,23,118,0,383,91
"06037106020","14000US06037106020","Census Tract 1060.20","Census Tract 1060.20, Los Angeles County, California","ca","140","00","ACSSF","0003908",,,,,"06","037",,,,"106020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5420,4459,70,12,71,0,652,156
"06037106111","14000US06037106111","Census Tract 1061.11","Census Tract 1061.11, Los Angeles County, California","ca","140","00","ACSSF","0003909",,,,,"06","037",,,,"106111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4191,2732,185,41,422,0,704,107
"06037106112","14000US06037106112","Census Tract 1061.12","Census Tract 1061.12, Los Angeles County, California","ca","140","00","ACSSF","0003910",,,,,"06","037",,,,"106112",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5611,3984,158,243,432,19,533,242
"06037106113","14000US06037106113","Census Tract 1061.13","Census Tract 1061.13, Los Angeles County, California","ca","140","00","ACSSF","0003911",,,,,"06","037",,,,"106113",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3697,2790,171,27,345,0,354,10
"06037106114","14000US06037106114","Census Tract 1061.14","Census Tract 1061.14, Los Angeles County, California","ca","140","00","ACSSF","0003912",,,,,"06","037",,,,"106114",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6324,4809,215,41,285,0,936,38
"06037106403","14000US06037106403","Census Tract 1064.03","Census Tract 1064.03, Los Angeles County, California","ca","140","00","ACSSF","0003913",,,,,"06","037",,,,"106403",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3667,3039,67,31,7,0,509,14
"06037106405","14000US06037106405","Census Tract 1064.05","Census Tract 1064.05, Los Angeles County, California","ca","140","00","ACSSF","0003914",,,,,"06","037",,,,"106405",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4758,3261,308,0,65,0,979,145
"06037106406","14000US06037106406","Census Tract 1064.06","Census Tract 1064.06, Los Angeles County, California","ca","140","00","ACSSF","0003915",,,,,"06","037",,,,"106406",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5839,4559,184,34,418,0,440,204
"06037106407","14000US06037106407","Census Tract 1064.07","Census Tract 1064.07, Los Angeles County, California","ca","140","00","ACSSF","0003916",,,,,"06","037",,,,"106407",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3119,2255,509,0,133,0,174,48
"06037106408","14000US06037106408","Census Tract 1064.08","Census Tract 1064.08, Los Angeles County, California","ca","140","00","ACSSF","0003917",,,,,"06","037",,,,"106408",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3667,2713,92,0,132,0,678,52
"06037106510","14000US06037106510","Census Tract 1065.10","Census Tract 1065.10, Los Angeles County, California","ca","140","00","ACSSF","0003918",,,,,"06","037",,,,"106510",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5618,4104,285,47,438,0,560,184
"06037106520","14000US06037106520","Census Tract 1065.20","Census Tract 1065.20, Los Angeles County, California","ca","140","00","ACSSF","0003919",,,,,"06","037",,,,"106520",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5920,5013,16,0,126,0,692,73
"06037106603","14000US06037106603","Census Tract 1066.03","Census Tract 1066.03, Los Angeles County, California","ca","140","00","ACSSF","0003920",,,,,"06","037",,,,"106603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3156,2085,70,0,731,37,108,125
"06037106604","14000US06037106604","Census Tract 1066.04","Census Tract 1066.04, Los Angeles County, California","ca","140","00","ACSSF","0003921",,,,,"06","037",,,,"106604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5068,4199,55,21,108,1,620,64
"06037106641","14000US06037106641","Census Tract 1066.41","Census Tract 1066.41, Los Angeles County, California","ca","140","00","ACSSF","0003922",,,,,"06","037",,,,"106641",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2372,1694,19,0,455,0,45,159
"06037106642","14000US06037106642","Census Tract 1066.42","Census Tract 1066.42, Los Angeles County, California","ca","140","00","ACSSF","0003923",,,,,"06","037",,,,"106642",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2961,1911,170,10,380,0,265,225
"06037106643","14000US06037106643","Census Tract 1066.43","Census Tract 1066.43, Los Angeles County, California","ca","140","00","ACSSF","0003924",,,,,"06","037",,,,"106643",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4577,3059,100,44,978,0,226,170
"06037106645","14000US06037106645","Census Tract 1066.45","Census Tract 1066.45, Los Angeles County, California","ca","140","00","ACSSF","0003925",,,,,"06","037",,,,"106645",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3650,2724,56,54,659,0,105,52
"06037106646","14000US06037106646","Census Tract 1066.46","Census Tract 1066.46, Los Angeles County, California","ca","140","00","ACSSF","0003926",,,,,"06","037",,,,"106646",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3161,1910,157,4,602,16,267,205
"06037106648","14000US06037106648","Census Tract 1066.48","Census Tract 1066.48, Los Angeles County, California","ca","140","00","ACSSF","0003927",,,,,"06","037",,,,"106648",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4546,3428,12,0,6,0,936,164
"06037106649","14000US06037106649","Census Tract 1066.49","Census Tract 1066.49, Los Angeles County, California","ca","140","00","ACSSF","0003928",,,,,"06","037",,,,"106649",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2661,1599,70,7,501,5,346,133
"06037107010","14000US06037107010","Census Tract 1070.10","Census Tract 1070.10, Los Angeles County, California","ca","140","00","ACSSF","0003929",,,,,"06","037",,,,"107010",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3141,2323,14,8,20,0,687,89
"06037107020","14000US06037107020","Census Tract 1070.20","Census Tract 1070.20, Los Angeles County, California","ca","140","00","ACSSF","0003930",,,,,"06","037",,,,"107020",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5317,4005,18,77,418,0,682,117
"06037108101","14000US06037108101","Census Tract 1081.01","Census Tract 1081.01, Los Angeles County, California","ca","140","00","ACSSF","0003931",,,,,"06","037",,,,"108101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2327,1539,83,0,513,0,118,74
"06037108102","14000US06037108102","Census Tract 1081.02","Census Tract 1081.02, Los Angeles County, California","ca","140","00","ACSSF","0003932",,,,,"06","037",,,,"108102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3552,2072,131,0,1109,0,167,73
"06037108103","14000US06037108103","Census Tract 1081.03","Census Tract 1081.03, Los Angeles County, California","ca","140","00","ACSSF","0003933",,,,,"06","037",,,,"108103",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3099,1968,0,10,824,20,177,100
"06037108104","14000US06037108104","Census Tract 1081.04","Census Tract 1081.04, Los Angeles County, California","ca","140","00","ACSSF","0003934",,,,,"06","037",,,,"108104",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1836,945,105,0,644,0,37,105
"06037108201","14000US06037108201","Census Tract 1082.01","Census Tract 1082.01, Los Angeles County, California","ca","140","00","ACSSF","0003935",,,,,"06","037",,,,"108201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5460,2119,357,17,2575,0,98,294
"06037108202","14000US06037108202","Census Tract 1082.02","Census Tract 1082.02, Los Angeles County, California","ca","140","00","ACSSF","0003936",,,,,"06","037",,,,"108202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7487,2929,588,34,3607,0,19,310
"06037109100","14000US06037109100","Census Tract 1091","Census Tract 1091, Los Angeles County, California","ca","140","00","ACSSF","0003937",,,,,"06","037",,,,"109100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2797,1712,8,7,330,0,722,18
"06037109200","14000US06037109200","Census Tract 1092","Census Tract 1092, Los Angeles County, California","ca","140","00","ACSSF","0003938",,,,,"06","037",,,,"109200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2846,1669,57,0,713,0,282,125
"06037109300","14000US06037109300","Census Tract 1093","Census Tract 1093, Los Angeles County, California","ca","140","00","ACSSF","0003939",,,,,"06","037",,,,"109300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2962,1798,26,82,503,0,421,132
"06037109400","14000US06037109400","Census Tract 1094","Census Tract 1094, Los Angeles County, California","ca","140","00","ACSSF","0003940",,,,,"06","037",,,,"109400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3903,1632,33,35,162,253,1742,46
"06037109500","14000US06037109500","Census Tract 1095","Census Tract 1095, Los Angeles County, California","ca","140","00","ACSSF","0003941",,,,,"06","037",,,,"109500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4832,2908,65,0,111,0,1712,36
"06037109601","14000US06037109601","Census Tract 1096.01","Census Tract 1096.01, Los Angeles County, California","ca","140","00","ACSSF","0003942",,,,,"06","037",,,,"109601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4945,2179,50,0,525,0,2135,56
"06037109603","14000US06037109603","Census Tract 1096.03","Census Tract 1096.03, Los Angeles County, California","ca","140","00","ACSSF","0003943",,,,,"06","037",,,,"109603",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4297,1701,64,49,622,0,1766,95
"06037109604","14000US06037109604","Census Tract 1096.04","Census Tract 1096.04, Los Angeles County, California","ca","140","00","ACSSF","0003944",,,,,"06","037",,,,"109604",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3195,1472,35,65,391,0,1118,114
"06037109700","14000US06037109700","Census Tract 1097","Census Tract 1097, Los Angeles County, California","ca","140","00","ACSSF","0003945",,,,,"06","037",,,,"109700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4616,2612,467,0,723,0,710,104
"06037109800","14000US06037109800","Census Tract 1098","Census Tract 1098, Los Angeles County, California","ca","140","00","ACSSF","0003946",,,,,"06","037",,,,"109800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5534,2477,164,26,901,0,1816,150
"06037111100","14000US06037111100","Census Tract 1111","Census Tract 1111, Los Angeles County, California","ca","140","00","ACSSF","0003947",,,,,"06","037",,,,"111100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3179,1679,85,31,457,0,847,80
"06037111201","14000US06037111201","Census Tract 1112.01","Census Tract 1112.01, Los Angeles County, California","ca","140","00","ACSSF","0003948",,,,,"06","037",,,,"111201",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3628,2480,40,50,562,0,478,18
"06037111202","14000US06037111202","Census Tract 1112.02","Census Tract 1112.02, Los Angeles County, California","ca","140","00","ACSSF","0003949",,,,,"06","037",,,,"111202",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5169,3416,253,13,743,0,537,207
"06037111204","14000US06037111204","Census Tract 1112.04","Census Tract 1112.04, Los Angeles County, California","ca","140","00","ACSSF","0003950",,,,,"06","037",,,,"111204",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6114,3503,264,61,1447,0,258,581
"06037111205","14000US06037111205","Census Tract 1112.05","Census Tract 1112.05, Los Angeles County, California","ca","140","00","ACSSF","0003951",,,,,"06","037",,,,"111205",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3869,1560,297,0,1437,15,487,73
"06037111206","14000US06037111206","Census Tract 1112.06","Census Tract 1112.06, Los Angeles County, California","ca","140","00","ACSSF","0003952",,,,,"06","037",,,,"111206",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4379,2791,48,14,676,0,441,409
"06037111301","14000US06037111301","Census Tract 1113.01","Census Tract 1113.01, Los Angeles County, California","ca","140","00","ACSSF","0003953",,,,,"06","037",,,,"111301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7552,3528,443,0,2136,0,751,694
"06037111302","14000US06037111302","Census Tract 1113.02","Census Tract 1113.02, Los Angeles County, California","ca","140","00","ACSSF","0003954",,,,,"06","037",,,,"111302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5163,2724,477,1,1258,5,573,125
"06037111400","14000US06037111400","Census Tract 1114","Census Tract 1114, Los Angeles County, California","ca","140","00","ACSSF","0003955",,,,,"06","037",,,,"111400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8735,5582,390,94,1260,0,1257,152
"06037113101","14000US06037113101","Census Tract 1131.01","Census Tract 1131.01, Los Angeles County, California","ca","140","00","ACSSF","0003956",,,,,"06","037",,,,"113101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3719,2741,134,0,649,0,195,0
"06037113102","14000US06037113102","Census Tract 1131.02","Census Tract 1131.02, Los Angeles County, California","ca","140","00","ACSSF","0003957",,,,,"06","037",,,,"113102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3021,2521,63,2,321,11,73,30
"06037113211","14000US06037113211","Census Tract 1132.11","Census Tract 1132.11, Los Angeles County, California","ca","140","00","ACSSF","0003958",,,,,"06","037",,,,"113211",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4109,3340,106,9,569,0,41,44
"06037113212","14000US06037113212","Census Tract 1132.12","Census Tract 1132.12, Los Angeles County, California","ca","140","00","ACSSF","0003959",,,,,"06","037",,,,"113212",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3494,1870,131,23,917,0,403,150
"06037113213","14000US06037113213","Census Tract 1132.13","Census Tract 1132.13, Los Angeles County, California","ca","140","00","ACSSF","0003960",,,,,"06","037",,,,"113213",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5248,2314,326,55,1128,0,1016,409
"06037113231","14000US06037113231","Census Tract 1132.31","Census Tract 1132.31, Los Angeles County, California","ca","140","00","ACSSF","0003961",,,,,"06","037",,,,"113231",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2303,1634,60,0,281,0,59,269
"06037113232","14000US06037113232","Census Tract 1132.32","Census Tract 1132.32, Los Angeles County, California","ca","140","00","ACSSF","0003962",,,,,"06","037",,,,"113232",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4315,3002,129,1,692,0,202,289
"06037113233","14000US06037113233","Census Tract 1132.33","Census Tract 1132.33, Los Angeles County, California","ca","140","00","ACSSF","0003963",,,,,"06","037",,,,"113233",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7345,3087,482,49,1055,0,2541,131
"06037113234","14000US06037113234","Census Tract 1132.34","Census Tract 1132.34, Los Angeles County, California","ca","140","00","ACSSF","0003964",,,,,"06","037",,,,"113234",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4823,2290,209,7,865,0,1409,43
"06037113235","14000US06037113235","Census Tract 1132.35","Census Tract 1132.35, Los Angeles County, California","ca","140","00","ACSSF","0003965",,,,,"06","037",,,,"113235",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1824,1095,116,39,63,0,232,279
"06037113237","14000US06037113237","Census Tract 1132.37","Census Tract 1132.37, Los Angeles County, California","ca","140","00","ACSSF","0003966",,,,,"06","037",,,,"113237",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4194,2298,646,0,478,0,484,288
"06037113301","14000US06037113301","Census Tract 1133.01","Census Tract 1133.01, Los Angeles County, California","ca","140","00","ACSSF","0003967",,,,,"06","037",,,,"113301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3509,2331,200,2,605,39,145,187
"06037113303","14000US06037113303","Census Tract 1133.03","Census Tract 1133.03, Los Angeles County, California","ca","140","00","ACSSF","0003968",,,,,"06","037",,,,"113303",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4191,3085,66,42,459,0,360,179
"06037113321","14000US06037113321","Census Tract 1133.21","Census Tract 1133.21, Los Angeles County, California","ca","140","00","ACSSF","0003969",,,,,"06","037",,,,"113321",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6180,3370,552,0,887,84,978,309
"06037113322","14000US06037113322","Census Tract 1133.22","Census Tract 1133.22, Los Angeles County, California","ca","140","00","ACSSF","0003970",,,,,"06","037",,,,"113322",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4572,2713,84,15,885,0,656,219
"06037113401","14000US06037113401","Census Tract 1134.01","Census Tract 1134.01, Los Angeles County, California","ca","140","00","ACSSF","0003971",,,,,"06","037",,,,"113401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6550,2595,141,18,1046,5,2259,486
